policy,topology,fct_us,cdf
spray_dual_table,Zcube,1132.742,0.07782573084677419
spray_dual_table,Zcube,1132.742,0.0780304939516129
spray_dual_table,Zcube,1132.742,0.07823525705645161
spray_dual_table,Zcube,1132.742,0.07842426915322581
spray_dual_table,Zcube,1132.742,0.07862903225806452
spray_dual_table,Zcube,1132.742,0.07883379536290322
spray_dual_table,Zcube,1132.742,0.07902280745967742
spray_dual_table,Zcube,1132.742,0.07922757056451613
spray_dual_table,Zcube,1132.742,0.07943233366935484
spray_dual_table,Zcube,1132.742,0.07963709677419355
spray_dual_table,Zcube,1132.742,0.07982610887096774
spray_dual_table,Zcube,1132.742,0.08003087197580645
spray_dual_table,Zcube,1132.742,0.08023563508064516
spray_dual_table,Zcube,1132.742,0.08042464717741936
spray_dual_table,Zcube,1132.742,0.08062941028225806
spray_dual_table,Zcube,1132.742,0.08083417338709678
spray_dual_table,Zcube,1132.742,0.08102318548387097
spray_dual_table,Zcube,1132.742,0.08122794858870967
spray_dual_table,Zcube,1132.742,0.08143271169354839
spray_dual_table,Zcube,1132.742,0.0816374747983871
spray_dual_table,Zcube,1132.742,0.0818264868951613
spray_dual_table,Zcube,1132.742,0.08203125
spray_dual_table,Zcube,1132.742,0.0822360131048387
spray_dual_table,Zcube,1132.742,0.0824250252016129
spray_dual_table,Zcube,1132.742,0.08262978830645161
spray_dual_table,Zcube,1132.742,0.08283455141129033
spray_dual_table,Zcube,1132.742,0.08302356350806452
spray_dual_table,Zcube,1132.742,0.08322832661290322
spray_dual_table,Zcube,1132.742,0.08343308971774194
spray_dual_table,Zcube,1132.742,0.08363785282258064
spray_dual_table,Zcube,1132.742,0.08382686491935484
spray_dual_table,Zcube,1132.742,0.08403162802419355
spray_dual_table,Zcube,1132.742,0.08423639112903226
spray_dual_table,Zcube,1132.742,0.08442540322580645
spray_dual_table,Zcube,1132.742,0.08463016633064516
spray_dual_table,Zcube,1132.742,0.08483492943548387
spray_dual_table,Zcube,1132.742,0.08502394153225806
spray_dual_table,Zcube,1132.742,0.08522870463709678
spray_dual_table,Zcube,1132.742,0.08543346774193548
spray_dual_table,Zcube,1132.742,0.08563823084677419
spray_dual_table,Zcube,1132.742,0.08582724294354839
spray_dual_table,Zcube,1132.742,0.0860320060483871
spray_dual_table,Zcube,1132.742,0.08623676915322581
spray_dual_table,Zcube,1132.742,0.08642578125
